time, value, t-delta
1360503758, 179, 90
1360503848, 252, 90
1360503938, 915, 90
1360504028, 626, 90
1360504118, 1139, 90
1360504208, 696, 90
1360504298, 1040, 90
1360504388, 1968, 90
1360504478, 1661, 90
1360504568, 215, 90
1360504658, 215, 90
1360504748, 215, 90
1360504838, 219, 90
1360504928, 283, 90
1360505018, 278, 90
1360505108, 270, 90
1360505198, 271, 90
1360505288, 268, 90
1360505378, 270, 90
1360505468, 269, 90
1360505558, 269, 90
1360505648, 261, 90
1360505738, 263, 90
1360505828, 230, 90
1360505918, 211, 90
1360506008, 209, 90
1360506098, 210, 90
1360506188, 206, 90
1360506278, 207, 90
1360506368, 203, 90
1360506458, 173, 90
1360506548, 169, 90
1360506638, 169, 90
1360506728, 171, 90
1360506818, 172, 90
1360506908, 170, 90
1360506998, 173, 90
1360507088, 169, 90
1360507178, 170, 90
1360507268, 172, 90
1360507358, 396, 90
1360507448, 915, 90
1360507538, 2344, 90
1360507628, 2339, 90
1360507718, 2337, 90
1360507808, 2344, 90
1360507898, 2350, 90
1360507988, 2337, 90
1360508078, 2351, 90
1360508168, 1665, 90
1360508258, 233, 90
1360508348, 262, 90
1360508438, 242, 90
1360508528, 257, 90
1360508618, 261, 90
1360508708, 255, 90
1360508798, 247, 90
1360508888, 244, 90
1360508978, 245, 90
1360509068, 246, 90
1360509158, 233, 90
1360509248, 192, 90
1360509338, 191, 90
1360509428, 194, 90
1360509608, 192, 90
1360509788, 192, 90
1360509968, 215, 90
1360510148, 246, 90
1360510328, 249, 90
1360510508, 263, 90
1360510688, 529, 90
1360510868, 739, 90
1360511048, 736, 90
1360511228, 2728, 90
1360511408, 2557, 90
1360511588, 2718, 90
1360511768, 4780, 90
1360511948, 4799, 90
1360512128, 4831, 90
1360512308, 4747, 90
1360512488, 2926, 90
1360512668, 736, 90
1360512848, 903, 90
1360513028, 547, 90
1360513208, 1382, 90
1360513388, 656, 90
1360513568, 549, 90
1360513748, 634, 90
1360513928, 551, 90
1360514108, 700, 90
1360514288, 1070, 90
1360514468, 923, 90
1360514648, 679, 90
1360514828, 484, 90
1360515008, 651, 90
1360515188, 616, 90
1360515368, 235, 90
1360515548, 208, 90
1360515728, 324, 90
1360515908, 583, 90
1360516088, 2270, 90
1360516268, 2265, 90
1360516448, 2261, 90
1360516628, 2251, 90
1360516808, 2031, 90
1360516988, 142, 90
1360517168, 139, 90
1360517348, 140, 90
1360517528, 244, 90
1360517708, 152, 90
1360517888, 221, 90
1360518068, 224, 90
1360518248, 886, 90
1360518428, 492, 90
1360518608, 413, 90
1360518788, 387, 90
1360519058, 303, 90
1360519238, 244, 90
1360519418, 1298, 90
1360519598, 333, 90
1360519778, 129, 90
1360519958, 139, 90
1360520228, 142, 90
1360520408, 141, 90
1360520588, 142, 90
1360520768, 139, 90
1360520948, 139, 90
1360521128, 141, 90
1360521307, 139, 90
1360521488, 2469, 90
1360521668, 4620, 90
1360521848, 4616, 90
1360522027, 4612, 90
1360522207, 4897, 90
1360522388, 4912, 90
1360522567, 2652, 90
1360522748, 2644, 90
1360522927, 2649, 90
1360523107, 2577, 90
1360523287, 2575, 90
1360523467, 2501, 90
1360523647, 2505, 90
1360523737, 2494, 90
1360523827, 2494, 90
1360523917, 2477, 90
1360524007, 2496, 90
1360524097, 2479, 90
1360524187, 2471, 90
1360524277, 2471, 90
1360524368, 2457, 90
1360524457, 997, 89
1360524547, 299, 90
1360524637, 297, 90
1360524727, 297, 90
1360524817, 298, 90
1360524907, 298, 90
1360524997, 296, 90
1360525087, 296, 90
1360525177, 295, 90
1360525267, 337, 90
1360525357, 283, 90
1360525447, 301, 90
1360525537, 297, 90
1360525627, 266, 90
1360525717, 297, 90
1360525807, 322, 90
1360525897, 321, 90
1360525987, 319, 90
1360526077, 315, 90
1360526167, 319, 90
1360526257, 280, 90
1360526347, 241, 90
1360526437, 231, 90
1360526527, 232, 90
1360526618, 230, 90
1360526707, 228, 89
1360526797, 233, 90
1360526887, 234, 90
1360526977, 232, 90
1360527067, 235, 90
1360527157, 236, 90
1360540837, 141, 90
1360540927, 120, 90
1360541017, 120, 90
1360541107, 120, 90
1360541197, 122, 90
1360541287, 121, 90
1360541377, 120, 90
1360541467, 150, 90
1360541557, 165, 90
1360541647, 164, 90
1360541737, 163, 90
1360541827, 164, 90
1360541917, 166, 90
1360542007, 164, 90
1360542097, 164, 90
1360542187, 261, 90
1360542277, 229, 90
1360542367, 224, 90
1360542457, 222, 90
1360542547, 220, 90
1360542637, 220, 90
1360542727, 218, 90
1360542817, 220, 90
1360542907, 215, 90
1360542997, 216, 90
1360543087, 213, 90
1360543177, 191, 90
1360543267, 161, 90
1360543357, 163, 90
1360543447, 162, 90
1360543537, 160, 90
1360543627, 163, 90
1360543717, 158, 90
1360543807, 154, 90
1360543897, 155, 90
1360543987, 155, 90
1360544077, 155, 90
1360544167, 155, 90
1360544257, 126, 90
1360544347, 119, 90
1360544437, 117, 90
1360544527, 116, 90
1360544617, 116, 90
1360544707, 118, 90
1360544797, 118, 90
1360544887, 117, 90
1360544977, 118, 90
1360545067, 117, 90
1360545157, 115, 90
1360545247, 116, 90
1360545337, 116, 90
1360545427, 117, 90
1360545517, 113, 90
1360545607, 129, 90
1360545697, 184, 90
1360545787, 177, 90
1360545877, 173, 90
1360545967, 170, 90
1360546057, 172, 90
1360546147, 171, 90
1360546237, 167, 90
1360546327, 168, 90
1360546417, 167, 90
1360546507, 166, 90
1360546597, 162, 90
1360546687, 117, 90
1360546777, 117, 90
1360546867, 117, 90
1360546957, 115, 90
1360547047, 116, 90
1360547137, 116, 90
1360547227, 119, 90
1360547317, 118, 90
1360547407, 115, 90
1360547497, 115, 90
1360547587, 117, 90
1360547677, 117, 90
1360547767, 115, 90
1360547857, 116, 90
1360547947, 118, 90
1360548037, 114, 90
1360548127, 117, 90
1360548217, 116, 90
1360548307, 117, 90
1360548397, 115, 90
1360548487, 117, 90
1360548577, 115, 90
1360548667, 115, 90
1360548757, 115, 90
1360548847, 117, 90
1360548937, 119, 90
1360549027, 116, 90
1360549117, 168, 90
1360549207, 177, 90
1360549297, 177, 90
1360549387, 173, 90
1360549477, 169, 90
1360549567, 169, 90
1360549657, 213, 90
1360549747, 211, 90
1360549837, 210, 90
1360549927, 209, 90
1360550017, 209, 90
1360550107, 188, 90
1360550197, 159, 90
1360550287, 159, 90
1360550377, 160, 90
1360550467, 162, 90
1360550557, 161, 90
1360550647, 161, 90
1360550737, 158, 90
1360550827, 158, 90
1360550917, 159, 90
1360551007, 157, 90
1360551097, 161, 90
1360551187, 160, 90
1360551277, 158, 90
1360551367, 159, 90
1360551457, 159, 90
1360551547, 159, 90
1360551637, 158, 90
1360551727, 155, 90
1360551817, 157, 90
1360551907, 155, 90
1360551997, 153, 90
1360552087, 154, 90
1360552177, 154, 90
1360552267, 152, 90
1360552357, 156, 90
1360552447, 156, 90
1360552537, 155, 90
1360552627, 218, 90
1360552717, 177, 90
1360552807, 173, 90
1360552897, 171, 90
1360552987, 171, 90
1360553077, 172, 90
1360553167, 170, 90
1360553257, 169, 90
1360553347, 166, 90
1360553437, 169, 90
1360553527, 167, 90
1360553617, 140, 90
1360553707, 114, 90
1360553797, 116, 90
1360553887, 114, 90
1360553977, 114, 90
1360554067, 115, 90
1360554157, 141, 90
1360554247, 144, 90
1360554337, 144, 90
1360554427, 133, 90
1360554517, 117, 90
1360554607, 115, 90
1360554697, 119, 90
1360554787, 117, 90
1360554877, 115, 90
1360554967, 115, 90
1360555057, 113, 90
1360555237, 114, 90
1360555327, 116, 90
1360555417, 115, 90
1360555507, 115, 90
1360555597, 115, 90
1360555687, 2028, 90
1360555777, 2263, 90
1360555867, 2257, 90
1360555957, 2271, 90
1360556047, 2255, 90
1360556137, 2303, 90
1360556227, 2323, 90
1360556317, 1423, 90
1360556407, 170, 90
1360556497, 171, 90
1360556587, 170, 90
1360556677, 170, 90
1360556767, 168, 90
1360556857, 168, 90
1360556947, 165, 90
1360557037, 165, 90
1360557127, 143, 90
1360557217, 115, 90
1360557307, 115, 90
1360557397, 114, 90
1360557487, 114, 90
1360557577, 114, 90
1360557667, 116, 90
1360557757, 120, 90
1360557847, 116, 90
1360557937, 115, 90
1360558027, 144, 90
1360558117, 160, 90
1360558207, 158, 90
1360558297, 159, 90
1360558387, 160, 90
1360558477, 159, 90
1360558567, 158, 90
1360558657, 161, 90
1360558747, 157, 90
1360558837, 157, 90
1360558927, 160, 90
1360559017, 161, 90
1360559107, 158, 90
1360559197, 158, 90
1360559287, 157, 90
1360559377, 156, 90
1360559467, 157, 90
1360559557, 157, 90
1360559647, 169, 90
1360559737, 221, 90
1360559827, 218, 90
1360559917, 212, 90
1360560007, 213, 90
1360560097, 212, 90
1360560187, 212, 90
1360560277, 207, 90
1360560367, 203, 90
1360560458, 206, 90
1360560547, 206, 89
1360560637, 198, 90
1360560727, 151, 90
1360560817, 153, 90
1360560906, 155, 89
1360560996, 143, 90
1360561086, 113, 90
1360561177, 113, 90
1360561266, 115, 89
1360561356, 115, 90
1360561447, 116, 90
1360561536, 114, 89
1360561626, 115, 90
1360561717, 113, 90
1360561806, 116, 89
1360561896, 116, 90
1360561986, 116, 90
1360562076, 115, 90
1360562166, 115, 90
1360562256, 116, 90
1360562346, 115, 90
1360562436, 116, 90
1360562526, 116, 90
1360562617, 114, 90
1360562706, 115, 89
1360562796, 114, 90
1360562886, 114, 90
1360562976, 113, 90
1360563066, 114, 90
1360563156, 116, 90
1360563246, 171, 90
1360563336, 174, 90
1360563426, 175, 90
1360563516, 169, 90
1360563606, 169, 90
1360563696, 168, 90
1360563786, 169, 90
1360563876, 165, 90
1360563966, 165, 90
1360564056, 165, 90
1360564146, 164, 90
1360564236, 127, 90
1360564326, 115, 90
1360564416, 114, 90
1360564506, 113, 90
1360564596, 112, 90
1360564686, 117, 90
1360564776, 113, 90
1360564866, 118, 90
1360564956, 115, 90
1360565046, 117, 90
1360565136, 113, 90
1360565226, 113, 90
1360565316, 116, 90
1360565406, 113, 90
1360565496, 113, 90
1360565586, 114, 90
1360565676, 116, 90
1360565766, 112, 90
1360565856, 151, 90
1360565946, 156, 90
1360566036, 1012, 90
1360566126, 574, 90
1360566216, 652, 90
1360566306, 1235, 90
1360566396, 2545, 90
1360566486, 2349, 90
1360566576, 1156, 90
1360566666, 157, 90
1360566756, 201, 90
1360566846, 242, 90
1360566936, 235, 90
1360567026, 231, 90
1360567116, 230, 90
1360567206, 245, 90
1360567296, 257, 90
1360567386, 258, 90
1360567476, 256, 90
1360567566, 254, 90
1360567656, 256, 90
1360567746, 255, 90
1360567836, 219, 90
1360567926, 193, 90
1360568016, 192, 90
1360568106, 194, 90
1360568196, 190, 90
1360568286, 190, 90
1360568376, 191, 90
1360568466, 190, 90
1360568556, 176, 90
1360568646, 140, 90
1360568736, 141, 90
1360568826, 589, 90
1360568916, 122, 90
1360569006, 132, 90
1360569096, 213, 90
1360569186, 196, 90
1360569276, 168, 90
1360569366, 134, 90
1360569456, 115, 90
1360569546, 118, 90
1360569636, 121, 90
1360569726, 123, 90
1360569816, 126, 90
1360569906, 126, 90
1360569996, 126, 90
1360570086, 124, 90
1360570176, 146, 90
1360570266, 205, 90
1360570356, 197, 90
1360570446, 195, 90
1360570536, 195, 90
1360570626, 195, 90
1360570716, 195, 90
1360570806, 190, 90
1360570896, 1539, 90
1360570986, 2265, 90
1360571076, 2272, 90
1360571166, 2282, 90
1360571256, 2273, 90
1360571346, 2237, 90
1360571436, 2243, 90
1360571526, 2212, 90
1360571616, 2195, 90
1360571706, 1643, 90
1360571796, 127, 90
1360571886, 178, 90
1360571976, 198, 90
1360572066, 194, 90
1360572156, 194, 90
1360572246, 202, 90
1360572336, 200, 90
1360572426, 202, 90
1360572516, 204, 90
1360572606, 205, 90
1360572696, 205, 90
1360572786, 199, 90
1360572876, 202, 90
1360572966, 200, 90
1360573056, 201, 90
1360573146, 198, 90
1360573236, 199, 90
1360573326, 202, 90
1360573416, 199, 90
1360573506, 194, 90
1360573596, 171, 90
1360573686, 173, 90
1360573776, 176, 90
1360573866, 176, 90
1360573956, 200, 90
1360574046, 244, 90
1360574136, 239, 90
1360574226, 236, 90
1360574316, 233, 90
1360574406, 231, 90
1360574496, 230, 90
1360574586, 234, 90
1360574676, 226, 90
1360574766, 214, 90
1360574856, 1187, 90
1360574946, 654, 90
1360575036, 174, 90
1360575126, 255, 90
1360575216, 167, 90
1360575306, 169, 90
1360575396, 2168, 90
1360575486, 2769, 90
1360575576, 2988, 90
1360575666, 2956, 90
1360575846, 2757, 90
1360576026, 2822, 90
1360576206, 2867, 90
1360576386, 2923, 90
1360576566, 2550, 90
1360576746, 491, 90
1360576926, 514, 90
1360577106, 531, 90
1360577286, 538, 90
1360577466, 315, 90
1360577646, 213, 90
1360577826, 228, 90
1360578006, 1882, 90
1360578186, 2074, 90
1360578366, 1065, 90
1360578546, 691, 90
1360578726, 1130, 90
1360578906, 477, 90
1360579086, 492, 90
1360579266, 610, 90
1360579446, 513, 90
1360579626, 131, 90
1360579806, 127, 90
1360579986, 128, 90
1360580166, 126, 90
1360580346, 123, 90
1360580526, 121, 90
1360580796, 121, 90
1360580976, 190, 90
1360581156, 190, 90
1360581336, 2256, 90
1360581516, 2256, 90
1360581696, 2240, 90
1360581876, 2240, 90
1360582056, 2213, 90
1360582326, 465, 90
1360582506, 122, 90
1360582686, 121, 90
1360582866, 122, 90
1360583046, 121, 90
1360583226, 120, 90
1360583406, 123, 90
1360583586, 121, 90
1360583766, 120, 90
1360583946, 123, 90
1360584126, 123, 90
1360584306, 190, 90
1360584486, 179, 90
1360584666, 177, 90
1360584846, 178, 90
1360585026, 169, 90
1360585206, 171, 90
1360585386, 116, 90
1360585566, 112, 90
1360585746, 2239, 90
1360585926, 2250, 90
1360586106, 2245, 90
1360586286, 2233, 90
1360586466, 1890, 90
1360586646, 118, 90
1360586826, 119, 90
1360587006, 122, 90
1360587186, 123, 90
1360587366, 128, 90
1360587546, 160, 90
1360587726, 226, 90
1360587906, 265, 90
1360588086, 261, 90
1360588266, 257, 90
1360588446, 255, 90
1360588626, 537, 90
1360588806, 230, 90
1360588986, 177, 90
1360589166, 172, 90
1360589346, 174, 90
1360589526, 173, 90
1360589706, 170, 90
1360589886, 171, 90
1360590066, 168, 90
1360590246, 163, 90
1360590426, 155, 90
1360590606, 112, 90
1360590786, 113, 90
1360590966, 114, 90
1360591146, 112, 90
1360591326, 114, 90
1360591506, 180, 90
1360591686, 173, 90
1360591866, 169, 90
1360592046, 171, 90
1360592226, 169, 90
1360592406, 121, 90
1360592586, 116, 90
1360592766, 115, 90
1360592946, 116, 90
1360593126, 117, 90
1360593306, 112, 90
1360593486, 112, 90
1360593666, 114, 90
1360593846, 113, 90
1360594026, 114, 90
1360594206, 109, 90
1360594386, 110, 90
1360594566, 108, 90
1360594746, 109, 90
1360594926, 177, 90
1360595106, 167, 90
1360595286, 166, 90
1360595466, 161, 90
1360595646, 162, 90
1360595826, 161, 90
1360596006, 106, 90
1360596186, 118, 90
1360596366, 123, 90
1360596546, 124, 90
1360596726, 1109, 90
1360596906, 1500, 90
1360597086, 278, 90
1360597266, 206, 90
1360597446, 204, 90
1360597626, 301, 90
1360597806, 302, 90
1360597986, 343, 90
1360598166, 334, 90
1360598346, 329, 90
1360598526, 323, 90
1360598706, 319, 90
1360598886, 315, 90
1360599066, 297, 90
1360599246, 708, 90
1360599426, 247, 90
1360599606, 245, 90
1360599786, 239, 90
1360599966, 236, 90
1360600146, 287, 90
1360600326, 287, 90
1360600505, 284, 90
1360600685, 287, 90
1360600866, 284, 90
1360601045, 274, 90
1360601225, 2406, 90
1360601405, 2599, 90
1360601585, 2479, 90
1360601765, 2559, 90
1360601946, 2346, 90
1360602125, 2331, 90
1360602305, 283, 90
1360602486, 213, 90
1360602665, 296, 90
1360602845, 302, 90
1360603026, 386, 90
1360603205, 432, 90
1360603385, 737, 90
1360603565, 578, 90
1360603745, 4261, 90
1360603925, 5313, 90
1360604105, 4857, 90
1360604285, 5221, 90
1360604555, 5018, 90
1360604735, 5402, 90
1360604915, 4655, 90
1360605095, 3602, 90
1360605275, 1970, 90
1360605455, 1018, 90
1360605635, 747, 90
1360605815, 563, 90
1360605995, 572, 90
1360606265, 560, 90
1360606445, 676, 90
1360606625, 623, 90
1360606805, 1216, 90
1360606985, 782, 90
1360607165, 2130, 90
1360607346, 527, 90
1360607525, 600, 90
1360607705, 582, 90
1360607885, 166, 90
1360608065, 269, 90
1360608245, 345, 90
1360608425, 2185, 90
1360608605, 1335, 90
1360608695, 314, 90
1360608785, 234, 90
1360608875, 2076, 90
1360608965, 2417, 90
1360609055, 2368, 90
1360609145, 2354, 90
1360609235, 2365, 90
1360609325, 2379, 90
1360609415, 2370, 90
1360609505, 2366, 90
1360609595, 2351, 90
1360609685, 2302, 90
1360609775, 2340, 90
1360609865, 2368, 90
1360609955, 2516, 90
1360610045, 2406, 90
1360610135, 2466, 90
1360610225, 2462, 90
1360610315, 2451, 90
1360610405, 2450, 90
1360610495, 2445, 90
1360610585, 2451, 90
1360610675, 2451, 90
1360610765, 2444, 90
1360610855, 2447, 90
1360610945, 2123, 90
1360611035, 312, 90
1360611125, 305, 90
1360611215, 304, 90
1360611395, 331, 90
1360611485, 300, 90
1360611575, 255, 90
1360611665, 253, 90
1360611755, 255, 90
1360611845, 260, 90
1360611935, 272, 90
1360612025, 316, 90
1360612115, 313, 90
1360612205, 315, 90
1360612295, 307, 90
1360612385, 308, 90
1360612475, 303, 90
1360612565, 306, 90
1360612655, 303, 90
1360612745, 310, 90
1360612835, 296, 90
1360612925, 257, 90
1360613015, 260, 90
1360613105, 240, 90
1360613195, 207, 90
1360613285, 209, 90
1360613375, 287, 90
1360613465, 225, 90
1360613555, 210, 90
1360613645, 212, 90
1360613735, 208, 90
1360613825, 212, 90
1360613915, 212, 90
1360614005, 212, 90
1360614095, 243, 90
1360614186, 242, 90
1360614275, 240, 89
1360614365, 242, 90
1360614455, 245, 90
1360614545, 254, 90
1360614635, 246, 90
1360614725, 240, 90
1360614815, 237, 90
1360614905, 237, 90
1360614995, 238, 90
1360615085, 239, 90
1360615175, 238, 90
1360615265, 239, 90
1360615355, 281, 90
1360615445, 299, 90
1360615535, 298, 90
1360615625, 265, 90
1360615715, 262, 90
1360615805, 257, 90
1360615895, 259, 90
1360615985, 260, 90
1360616075, 260, 90
1360616165, 259, 90
1360616255, 258, 90
1360616345, 245, 90
1360616435, 212, 90
1360616525, 211, 90
1360616615, 211, 90
1360616705, 210, 90
1360616795, 211, 90
1360616885, 210, 90
1360616975, 211, 90
1360617065, 212, 90
1360617155, 208, 90
1360617245, 209, 90
1360617335, 210, 90
1360617425, 208, 90
1360617515, 211, 90
1360617605, 257, 90
1360617695, 300, 90
1360617785, 251, 90
1360617875, 224, 90
1360617965, 194, 90
1360618055, 196, 90
1360618145, 196, 90
1360618235, 194, 90
1360618325, 196, 90
1360618415, 196, 90
1360618505, 194, 90
1360618595, 196, 90
1360618685, 200, 90
1360618775, 256, 90
1360618865, 253, 90
1360618955, 252, 90
1360619045, 253, 90
1360619135, 247, 90
1360619225, 247, 90
1360619315, 250, 90
1360619405, 248, 90
1360619495, 248, 90
1360619585, 252, 90
1360619675, 252, 90
1360619765, 237, 90
1360619855, 202, 90
1360619945, 203, 90
1360620035, 202, 90
1360620125, 197, 90
1360620215, 197, 90
1360620305, 195, 90
1360620395, 193, 90
1360620485, 194, 90
1360620575, 194, 90
1360620665, 196, 90
1360620755, 194, 90
1360620845, 192, 90
1360620935, 146, 90
1360621025, 181, 90
1360621115, 256, 90
1360621205, 266, 90
1360621295, 270, 90
1360621385, 440, 90
1360621475, 425, 90
1360621565, 424, 90
1360621655, 425, 90
1360621745, 422, 90
1360621835, 2246, 90
1360621925, 2536, 90
1360622015, 2457, 90
1360622105, 2436, 90
1360622195, 2364, 90
1360622285, 2392, 90
1360622375, 2397, 90
1360622465, 2385, 90
1360622555, 2381, 90
1360622645, 979, 90
1360622735, 219, 90
1360622825, 210, 90
1360622915, 208, 90
1360623005, 209, 90
1360623095, 217, 90
1360623185, 214, 90
1360623275, 190, 90
1360623365, 166, 90
1360623455, 167, 90
1360623545, 168, 90
1360623635, 166, 90
1360623725, 163, 90
1360623815, 162, 90
1360623905, 158, 90
1360623995, 158, 90
1360624085, 160, 90
1360624175, 158, 90
1360624265, 136, 90
1360624355, 118, 90
1360624445, 117, 90
1360624535, 117, 90
1360624625, 119, 90
1360624715, 112, 90
1360624805, 114, 90
1360624895, 119, 90
1360624985, 117, 90
1360625075, 118, 90
1360625165, 117, 90
1360625255, 118, 90
1360625345, 118, 90
1360625435, 117, 90
1360625525, 120, 90
1360625615, 119, 90
1360625705, 229, 90
1360625795, 228, 90
1360625885, 197, 90
1360625975, 174, 90
1360626065, 170, 90
1360626155, 172, 90
1360626245, 170, 90
1360626335, 169, 90
1360626425, 167, 90
1360626515, 168, 90
1360626605, 166, 90
1360626695, 166, 90
1360626785, 121, 90
1360626875, 115, 90
1360626965, 116, 90
1360627055, 118, 90
1360627146, 115, 90
1360627235, 116, 89
1360627325, 115, 90
1360627415, 115, 90
1360627505, 115, 90
1360627595, 114, 90
1360627685, 114, 90
1360627775, 115, 90
1360627865, 117, 90
1360627955, 116, 90
1360628045, 116, 90
1360628135, 115, 90
1360628225, 116, 90
1360628315, 115, 90
1360628405, 114, 90
1360628495, 114, 90
1360628585, 116, 90
1360628675, 114, 90
1360628765, 116, 90
1360628855, 118, 90
1360628945, 116, 90
1360629035, 115, 90
1360629125, 114, 90
1360629215, 143, 90
1360629305, 198, 90
1360629395, 216, 90
1360629485, 211, 90
1360629575, 214, 90
1360629665, 213, 90
1360629755, 212, 90
1360629845, 211, 90
1360629935, 208, 90
1360630025, 209, 90
1360630115, 209, 90
1360630205, 207, 90
1360630295, 179, 90
1360630385, 159, 90
1360630475, 159, 90
1360630565, 162, 90
1360630655, 158, 90
1360630745, 161, 90
1360630835, 158, 90
1360630925, 161, 90
1360631015, 160, 90
1360631105, 159, 90
1360631195, 159, 90
1360631285, 157, 90
1360631375, 158, 90
1360631465, 157, 90
1360631555, 157, 90
1360631645, 158, 90
1360631735, 157, 90
1360631825, 152, 90
1360631915, 154, 90
1360632005, 154, 90
1360632095, 154, 90
1360632185, 155, 90
1360632275, 146, 90
1360632365, 113, 90
1360632455, 116, 90
1360632545, 115, 90
1360632635, 112, 90
1360632725, 115, 90
1360632815, 141, 90
1360632905, 177, 90
1360632995, 170, 90
1360633085, 170, 90
1360633175, 168, 90
1360633265, 165, 90
1360633355, 167, 90
1360633445, 165, 90
1360633535, 164, 90
1360633625, 164, 90
1360633715, 164, 90
1360633805, 160, 90
1360633895, 114, 90
1360633985, 117, 90
1360634075, 114, 90
1360634165, 115, 90
1360634255, 115, 90
1360634345, 114, 90
1360634435, 114, 90
1360634525, 114, 90
1360634615, 113, 90
1360634705, 115, 90
1360634795, 113, 90
1360634885, 113, 90
1360634975, 112, 90
1360635065, 113, 90
1360635155, 114, 90
1360635245, 116, 90
1360635335, 115, 90
1360635425, 116, 90
1360635515, 115, 90
1360635605, 115, 90
1360635695, 113, 90
1360635785, 114, 90
1360635876, 113, 90
1360635965, 117, 89
1360636055, 115, 90
1360636145, 117, 90
1360636235, 115, 90
1360636325, 118, 90
1360636415, 179, 90
1360636505, 175, 90
1360636595, 171, 90
1360636685, 168, 90
1360636775, 166, 90
1360636865, 168, 90
1360636955, 164, 90
1360637045, 165, 90
1360637135, 167, 90
1360637225, 163, 90
1360637315, 169, 90
1360637405, 185, 90
1360637495, 161, 90
1360637585, 161, 90
1360637675, 159, 90
1360637765, 161, 90
1360637855, 159, 90
1360637945, 162, 90
1360638035, 159, 90
1360638125, 160, 90
1360638215, 160, 90
1360638305, 157, 90
1360638395, 685, 90
1360638485, 2361, 90
1360638575, 2366, 90
1360638665, 2362, 90
1360638755, 2340, 90
1360638845, 2345, 90
1360638935, 2350, 90
1360639025, 720, 90
1360639115, 160, 90
1360639205, 161, 90
1360639295, 157, 90
1360639385, 157, 90
1360639475, 159, 90
1360639565, 157, 90
1360639655, 159, 90
1360639745, 157, 90
1360639835, 154, 90
1360639924, 152, 89
1360640014, 208, 90
1360640105, 211, 90
1360640194, 208, 89
1360640285, 206, 90
1360640374, 205, 89
1360640464, 185, 90
1360640554, 167, 90
1360640645, 166, 90
1360640734, 163, 89
1360640824, 166, 90
1360640914, 162, 90
1360641005, 117, 90
1360641094, 114, 89
1360641184, 114, 90
1360641274, 114, 90
1360641364, 112, 90
1360641454, 114, 90
1360641544, 113, 90
1360641634, 112, 90
1360641724, 112, 90
1360641814, 114, 90
1360641904, 112, 90
1360641994, 114, 90
1360642084, 115, 90
1360642174, 114, 90
1360642264, 114, 90
1360642354, 116, 90
1360642444, 115, 90
1360642534, 112, 90
1360642624, 115, 90
1360642714, 113, 90
1360642804, 115, 90
1360642894, 114, 90
1360642984, 114, 90
1360643074, 114, 90
1360643164, 114, 90
1360643254, 116, 90
1360643344, 113, 90
1360643434, 114, 90
1360643524, 155, 90
1360643614, 176, 90
1360643704, 171, 90
1360643794, 168, 90
1360643884, 168, 90
1360643974, 168, 90
1360644064, 167, 90
1360644154, 166, 90
1360644244, 165, 90
1360644334, 162, 90
1360644424, 162, 90
1360644514, 162, 90
1360644604, 117, 90
1360644694, 114, 90
1360644784, 114, 90
1360644874, 114, 90
1360644964, 112, 90
1360645054, 114, 90
1360645144, 112, 90
1360645234, 113, 90
1360645324, 114, 90
1360645414, 152, 90
1360645504, 157, 90
1360645594, 158, 90
1360645684, 156, 90
1360645774, 157, 90
1360645864, 157, 90
1360645954, 159, 90
1360646044, 155, 90
1360646134, 156, 90
1360646224, 159, 90
1360646314, 159, 90
1360646404, 157, 90
1360646494, 156, 90
1360646584, 158, 90
1360646674, 158, 90
1360646764, 159, 90
1360646854, 159, 90
1360646944, 155, 90
1360647034, 155, 90
1360647124, 154, 90
1360647214, 211, 90
1360647304, 214, 90
1360647394, 219, 90
1360647484, 248, 90
1360647574, 248, 90
1360647664, 249, 90
1360647754, 216, 90
1360647844, 207, 90
1360647934, 205, 90
1360648024, 201, 90
1360648114, 200, 90
1360648204, 182, 90
1360648294, 123, 90
1360648384, 113, 90
1360648474, 113, 90
1360648564, 114, 90
1360648654, 116, 90
1360648744, 114, 90
1360648834, 115, 90
1360648924, 116, 90
1360649014, 115, 90
1360649104, 115, 90
1360649194, 116, 90
1360649284, 117, 90
1360649374, 123, 90
1360649464, 130, 90
1360649554, 133, 90
1360649644, 116, 90
1360649734, 114, 90
1360649824, 113, 90
1360649914, 114, 90
1360650004, 117, 90
1360650094, 114, 90
1360650184, 116, 90
1360650274, 114, 90
1360650364, 115, 90
1360650454, 1003, 90
1360650544, 2107, 90
1360650634, 1037, 90
1360650724, 541, 90
1360650814, 164, 90
1360650904, 190, 90
1360650994, 185, 90
1360651084, 184, 90
1360651174, 184, 90
1360651264, 185, 90
1360651354, 184, 90
1360651444, 224, 90
1360651534, 222, 90
1360651624, 195, 90
1360651714, 195, 90
1360651804, 197, 90
1360651894, 169, 90
1360651984, 134, 90
1360652074, 136, 90
1360652164, 139, 90
1360652254, 136, 90
1360652344, 135, 90
1360652434, 136, 90
1360652524, 136, 90
1360652614, 135, 90
1360652704, 134, 90
1360652794, 137, 90
1360652884, 135, 90
1360652974, 137, 90
1360653064, 162, 90
1360653154, 190, 90
1360653244, 191, 90
1360653334, 1555, 90
1360653424, 2339, 90
1360653514, 2332, 90
1360653604, 2326, 90
1360653694, 2334, 90
1360653784, 2325, 90
1360653874, 2324, 90
1360653964, 2329, 90
1360654054, 2337, 90
1360654144, 790, 90
1360654234, 192, 90
1360654324, 193, 90
